reviewId,app_name,request_type,aspect,evidence_sentence,score,is_true_positive,correct_aspect,notes
bdc69a2d-e9ef-4a0e-9e28-cab38c1486da,Muslim Pro: Quran Athan Prayer,tenure,,"I have been using this app since 2019 it has been very useful to me in practicing my Deen,",5,,,
ea178345-5338-420d-a6c8-579919abeab9,Athan: Prayer Times & Al Quran,tenure,reminders_adhan,I started with Athan Basic on my laptop since 2008 and it has been a great app for prayer notifications and the Islamic calendar.,5,,,
c7f8df2d-6b0f-4f46-90f7-f57f98334acc,Pillars: Prayer Times & Qibla,tenure,prayer_times_accuracy,"Hello I love the design and simplicity of this app, I had no problems what so ever, been using it for 2 months it's great, the only problem I have is you only have 1 widget, can you please add a widget where it tells you how much till asr, Maghrib etc?",5,,,
088a8af5-34a6-4ae0-9868-b13fc616d273,Muslim Pro: Quran Athan Prayer,tenure,,my favorite Muslim App since 2018,5,,,
34c7f281-9891-45b0-b607-3295cd737096,Muslim Pro: Quran Athan Prayer,tenure,,I've been using since 2020,5,,,
1751b118-86e4-4cb7-bd37-0aca52b36d17,Muslim Pro: Quran Athan Prayer,tenure,stability_bugs,Amazing app but for some reason after 1 year of using this it just won't open.,3,,,
3eb3e23b-1579-4be5-92bb-449f01ae349a,صلاتك Salatuk (Prayer time),tenure,,"using since 2014, love new style and look.",5,,,
98687292-f961-4a8b-b394-f75bedc75a41,Muslim Pro: Quran Athan Prayer,tenure,,Have been using Muslim pro since 2012.,5,,,
bc26fcb5-b5a0-4193-96d2-4711349c3070,Muslim Pro: Quran Athan Prayer,tenure,,I use muslim pro since 2018 and being a member since then.,1,,,
24e144ab-1e9d-41a8-85e2-a34a72b53720,Muslim Pro: Quran Athan Prayer,tenure,prayer_times_accuracy,"Best and most accurate app I have ever used, excellent customer service and response time, using premium version since 2014..",5,,,
37d6de08-f866-4930-bd41-e590015599d0,Muslim Pro: Quran Athan Prayer,tenure,companion_hardware,As a Muslim I'm always with this app I been using Muslim pro since 2011 this not my first time I already have it in different device alhamdulillah,5,,,
a0d00f70-2244-4673-88a4-ebfe43d549e2,Prayer Times - Qibla & Namaz,tenure,,This is the best app… I’ve been using it since 2017.,5,,,
25cab80a-7cba-44d0-8897-34a65e82fba5,Prayer Times - Qibla & Namaz,tenure,,I have been using this app since 2017,5,,,
1f8f87d7-d0c3-4542-a7a4-bdc38971c04f,Muslim Pro: Quran Athan Prayer,tenure,,Alhamdulilah very useful app been using since 2017,5,,,
d29f4138-bb13-46a9-80a4-5bb897850a96,Muslim Pro: Quran Athan Prayer,tenure,monetization,Been with Muslim Pro one time paid since 2016.,3,,,
1aa2c632-d5f6-4ef6-8303-bd804e6f9070,Muslim Pro: Quran Athan Prayer,tenure,monetization,I've been with Muslim Pro since 2013 back when it was $4.99.,1,,,
d3088ff2-dad9-4023-a840-35007078ca26,Muslim Pro: Quran Athan Prayer,tenure,ads_intrusive,it was good but now very bad only advertising promotion very very bad...I'm using since last 5 year now I'm uninstalling...just to watch azaan time we have to wait for ads,1,,,
2cb461b8-8fd1-42b6-a7ab-7b91b6a4a326,صلاتك Salatuk (Prayer time),tenure,,I have been using it for 5 years now!!,2,,,
2958ef24-156b-4886-965c-adf974cdc045,Muslim Pro: Quran Athan Prayer,tenure,,I have been using this app for more than 2years now.,5,,,
74ed4399-1e20-42e8-9135-84d397870c78,Athan: Prayer Times & Al Quran,tenure,monetization,it was free since 2015..,5,,,
0b0e2b1a-89c3-4076-a0f0-abe585b1e538,Muslim Pro: Quran Athan Prayer,tenure,,I using this app since 2018 .,3,,,
4a8a4781-5a16-45ea-bc28-248e22983dd1,Muslim Pro: Quran Athan Prayer,tenure,,Been using this since 2021.,5,,,
0f40b83e-360a-485b-b39c-861134be3f19,Prayer Times - Qibla & Namaz,tenure,,I'm using this app for the last 3 years in the UK.,1,,,
67fceb5a-8272-4319-8cb0-e3379c45f56b,Muslim Pro: Quran Athan Prayer,tenure,,Using it since 2016..,5,,,
10d63231-6c90-46a3-8652-01544652a2f3,صلاتك Salatuk (Prayer time),tenure,,"This app is really a life-saver, I'm using it since 2020 and still love it.",5,,,
0f7680d9-c607-4c57-b6f9-3401048b6a42,Muslim Pro: Quran Athan Prayer,tenure,monetization,I was a paid member since 2018 and this apps is useful and was very good.,2,,,
9aa9c0b5-3d31-4660-9afa-eb9ac7e43930,Muslim Pro: Quran Athan Prayer,tenure,,But since 2019 I have not been getting the experience I was used to.,1,,,
a463284a-33b2-45fa-8a27-cec86287d67e,Muslim Pro: Quran Athan Prayer,tenure,prayer_tracker,All my pray tracking goes missing I like to track my duas so I can go back to the ones I've missed but for some reason the app has cleared all my prayers and I've had to unstall and install to try get them back but this time it has gone completely really disappointing as I've been using this app since 2020 buts it's given me problems,1,,,
86cb8f8e-5a4d-407d-90d6-887eb25a1673,Muslim Pro: Quran Athan Prayer,tenure,monetization,"If this keeps on happening, maybe i should just unsubscribe and discontinue my premium acc which i subscribed since 2018.",1,,,
f7e3f9a2-7bd8-49f9-85d1-2144abb897d8,Muslim Pro: Quran Athan Prayer,tenure,prayer_tracker,"I am using this app since 2022 and i lost my all prayer tracker data and now I don't know how many my qaza prayer are left I have done a lot of log out and login but my data isnot recover worst experience I don't recommend so many ads I contact the team but they are just chilling , overall good app but somethings makes this app worst",1,,,
0bbbe217-88dc-47d0-9669-abdf2d09d44f,Athan: Prayer Times & Al Quran,tenure,,Using since 2017.,5,,,
9217a805-2e7c-416f-ab2a-7d09faaa05dd,Muslim Pro: Quran Athan Prayer,tenure,,Been the user since 2018.,5,,,
62721f8e-0af8-4544-a850-1e17c8cd30c5,Athan: Prayer Times & Al Quran,tenure,,Really loved this app & have been using it for around 2years now.,3,,,
d9e97c3c-663c-4a6a-a142-f4aee87f9fe9,Muslim Pro: Quran Athan Prayer,tenure,monetization,"I've buy the premium version since 2015, now it's changing to subscription and I lost my premium status???",1,,,
a20e200a-fad1-45dc-b102-f38561fabc4b,Muslim Pro: Quran Athan Prayer,tenure,,"After 5 years of using it, still my primary app and I love it.",5,,,
920f11ed-8770-4d2d-9e6b-2c1f5833a8e8,Athan: Prayer Times & Al Quran,tenure,,I used this app for last 3 years without any problem but at present very upsetting.,1,,,
da4c5736-f6de-4744-8859-2687ea3e3539,Muslim Pro: Quran Athan Prayer,tenure,,"Since 2016, It became part of my life JazaakAllah Hoo Khayr Thank you so much for providing this platform",5,,,
