reviewId,app_name,score,lang,install_tier,star_band,content_clean,gold_label,annotator,notes,is_overlap
61310cce-881a-444f-9625-8786f67a43c6,Prayer Times - Qibla & Namaz,1,en,1M-10M,1-2,Showing wrong timing of Asr.. Real time : 15:33 Showing time: 16:53,,,,False
cc520b3c-ca75-4424-b2d3-35d6fedcee01,iPray: Prayer Times & Qibla,1,en,1M-10M,1-2,I bought this expecting a different and better experience for it's price. Very disappointed. Nothing from this app that I can't get for free. Here are some ideas since you guys are deficient in that area: Try to integrate the hijri dates with the current app calendar or Google calendar. Design a better widget displaying the hijri date. Include a clock widget as well. I want a refund. Where's the tab for zero stars? You deserve none.,,,,False
d1405b1f-5826-45b1-84c2-ab594427de6b,Islamic Habit Tracker,2,en,1M-10M,1-2,too many ads. very annoying,,,,False
83f0af50-2dae-42a8-80fb-cc999c6e0b85,Muslim Bangla Quran Hadith Dua,1,en,1M-10M,1-2,Mashallah khob sondor app at a,,,,False
53e9f81f-dcfe-4ccd-940a-f8b0abd1f706,Muslim Bangla Quran Hadith Dua,1,en,1M-10M,1-2,Alarm does not work after few day s,,,,False
c9227713-969c-4512-8612-e795d9c39d82,Prayer Times - Qibla & Namaz,2,en,1M-10M,1-2,Very nice app i will like this app more if there is a Widget for prayer times on screen.2nd thing there must be a Taqbeer words if we don't want that app play full azan on prayer time. 3rd thing we have option to change time of prayer alert 15 to 30 minut . Hope programer of this app may change these things in this app and we can get more benifits from this app.,,,,False
115bb2cd-242a-4668-b5a3-c781507f7390,Prayer Times - Qibla & Namaz,1,en,1M-10M,1-2,"Update k bad ye app sahi kam nhe kr rha, Gaon k mahana namaz time mn sath waly zilah ki location aa rhi hai",,,,False
12b78204-3751-4fce-aed6-51d2684967ce,"Muslims Day-Prayer, Quran, Dua",1,en,1M-10M,1-2,"onek upokari akta app,, namazer somoy suchi onek kichu shikha jay ei app theke,,",,,,False
b9637097-889e-442e-bd05-3c713b1078b4,Prayer Times and Qibla,1,en,1M-10M,1-2,It's a great app but the syncing with JAKIM is not accurate. I paid for premium but there is no support although I have send email. Good effort on the app but 1 star due to support.,,,,False
b469b858-05b4-4dc8-945a-baf0697f878d,"Muslims Day-Prayer, Quran, Dua",1,bn,1M-10M,1-2,অনেক সুন্দর এবং উপকারী একটি এপস,,,,False
d34a5fd4-c1b0-4655-92cd-bde4ff59c352,iMuslim: Prayer Times & Quran,2,bn,1M-10M,1-2,"মাঝে মাঝে লোকেশন টেগ করতে পারে না, + আলাম এর অপসন নেই",,,,False
39e77013-df1a-4d17-89da-1216ef812911,"Muslims Day-Prayer, Quran, Dua",1,pt,1M-10M,1-2,"ager tai Valo chilo , eibar update ta Valo lage nai",,,,False
86d6d73d-b6c1-44f0-8946-c52ef904b3d5,iMuslim: Prayer Times & Quran,1,bn,1M-10M,1-2,সুর্যোদয় কি ৪:৪৫ মিনিটে এখন????,,,,False
6d9853b5-760b-4dcc-b39b-fad5b29e260c,"Muslims Day-Prayer, Quran, Dua",1,bn,1M-10M,1-2,"এই এপটা প্রথমে ভাল লাগছিল। যখন এর হাদিস গুলো দেখলাম তখন মনে হলো এটা সুন্নত ওয়ালা মানুষ গুলোর জন্য না। এটা তো ওহাবিদের দ্বারা বানানো। আর বহুত তো হাদিস বলছেন আমি একটা বলি ‘‘সে সত্তার কসম যাঁর হাতে আমার জীবন! তোমাদের কেউ পরিপূর্ণ ঈমানদার হতে পারবে না যতক্ষণ না আমি তার নিকট তার নিজ মাতা-পিতা, ছেলে-সন্তান ও সকল মানুষ চেয়েও অধিক প্রিয় হই’’। (বুখারী, হাদীস ৬৬৩২) রাসুলের বিরুদ্ধাচরণ করে এবং মুমিনদের পথের বিপরীত পথ অনুসরণ করে, আমি তাকে ফেরাব যেদিকে সে ফিরে এবং তাকে প্রবেশ করাব জাহান্নামে।(সুরা নিসা)",,,,False
ff44137f-ecb8-486e-974b-c0555d7b9e79,Prayer Times - Qibla & Namaz,1,ur,1M-10M,1-2,ماشاءاللہ بہت ہی خوبصورت ہے یہ اپپ,,,,False
06303439-1be4-4d0a-9b60-ac0706d65b8a,iMuslim: Prayer Times & Quran,2,pl,1M-10M,1-2,apps ti amar asus device ae kaj korche na amar phone model:ASUS_X00HD,,,,False
935bc662-5835-4dd4-b935-b4f4b5dac05e,Muslim Bangla Quran Hadith Dua,1,bn,1M-10M,1-2,2014 সাল থেকে শুরু করেছি ব্যবহার এখন বিজ্ঞাপনের কারণে খুব বিরক্ত যার কারনে ব্যবহার করা বন্ধ করে,,,,False
0a953900-581b-423a-bc35-50e10e57ff52,Muslim Bangla Quran Hadith Dua,1,bn,1M-10M,1-2,"মাশাল্লাহ, খুবই গুরুত্বপূর্ণ একট Apps",,,,False
c1996857-1a91-49c1-bd2d-c6ff6c2df70c,Prayer Times - Qibla & Namaz,1,it,1M-10M,1-2,Application thik sa Kam nhi Kar rahi hai Time Nikal Jane Ka bad azan ho rahi ha ??,,,,False
d4c8b49d-ca0a-452a-a67a-a78315df2726,iMuslim: Prayer Times & Quran,1,bn,1M-10M,1-2,আছরের সময় গণনা শাফেয়ী পদ্ধতি পরিবর্তন করে হানেফী পদ্ধতি করুন অথবা পরিবর্তনের অপশন দেন :) নাহলে এপ ব্যবহার থেকে বিরত থাকতে হবে।।,,,,False
d7dec7f6-8782-4f41-9e6e-b322daed34b4,Muslim Bangla Quran Hadith Dua,2,bn,1M-10M,1-2,এ্যাপসের ডিজাইন ও ব্যাকেন্ড অসাধারন।কিন্তু দেখলাম কুরআন বা হাদিস এখানে সরাসরি ওপেন হয়না ডাউনলোড করতে হয় আবার ডাউনলোড করার পর কোথায় ডাউনলোড হয় এ্যাপসের ডেভলপার ভাল জানে। এতটাই বিরক্তি কর যার কারনে এ্যাপস টা রাখতে পারলাম না।রেটিং ২,,,,False
afd889c4-021b-418e-8964-845c18d8ae04,Muslim Bangla Quran Hadith Dua,1,bn,1M-10M,1-2,"এই এপটি যখন আমি প্রথম ব্যাবহার করি তখন খুব ভালো পেয়েছি তাই পাঁচটা স্টার দিয়েছিলাম আর এখন এটা সে রকম পাইনি .....এখন সময় মতো এলাম দেয় না,,, আমি রেটিং দিয়েছিলাম আজান এলামের জন্যে অথচ আপনি বলছেন আগে ছিলোনা তাহলে আমি রেটিং দিয়েছিলাম কেন???",,,,False
e475a692-a990-421a-96fe-9bd2a330e438,Muslim Bangla Quran Hadith Dua,2,bn,1M-10M,1-2,সেহরি ও ইফতারের সময় ঠিক নাই,,,,False
0cc9bb08-fd48-4ed5-b384-856dc91c4144,Prayer Times and Qibla,1,ar,1M-10M,1-2,التطبيق يخطئ في أحيان كثيرة ولا يرسل إشعار بموعد الصلاة,,,,False
bdbf31d8-a49a-43d6-b3b7-8e92835be83b,iMuslim: Prayer Times & Quran,2,bn,1M-10M,1-2,Location সব জায়গায় ঠিকমত দেখায় না।,,,,False
eb8ebe32-4b02-4250-9866-41b0bd3fc4ad,Prayer Times - Qibla & Namaz,1,ur,1M-10M,1-2,اذان کا ایک ہی آپشن موجودہے ہے ہونا تو یہ چاہیئے تھا کہ خوبصورت اذانوں کی لسٹ بنائی جاتی لیکن لگتاہے کہ یہ آل مسلم کے لئے نہیں بلکہ ایک فرقہ اور ایک ہی شخصیت کے لئے ہے,,,,False
4286343a-c3d9-4762-b7e6-e0a8fc2c2c23,Muslim Bangla Quran Hadith Dua,1,bn,1M-10M,1-2,প্রয়োজনে ব্যবহার করতে পারি এটাই বড় কথা । দোয়ার মধ্যে কিছু শব্দ বাদ গেছে যা সংযোজন করা প্রয়োজন । শব্দগুলো সংযোজনের প্রয়োজনে ব্যবস্থা গ্রহণ করুন।,,,,False
003c8d5e-b24d-4897-a3cb-669cbe693823,"Muslims Day-Prayer, Quran, Dua",2,bn,1M-10M,1-2,এ্যাপ মধ্যে আরবি মাস দেখা যায় না কেনো দিন তারিখ দেখা যায় না,,,,False
98bcc7a3-f2df-41bd-b2ba-5cb0b48a0b5d,Muslim Bangla Quran Hadith Dua,1,bn,1M-10M,1-2,"অসাধারণ একটি অ্যাপস তৈরি করার জন্য আপনাদের আন্তরিক ধন্যবাদ। মুসলিম বাংলা অ্যাপটি আমাদের দৈনন্দিন ইবাদত এবং ইসলামিক জ্ঞান বৃদ্ধিতে অসাধারণ সহায়ক ভূমিকা পালন করছে। বিশেষ করে নামাজের সময়সূচী এবং ইসলামিক বিধি-বিধানগুলো অত্যন্ত সুন্দরভাবে উপস্থাপন করেছেন। এই অ্যাপের মাধ্যমে আমরা আল্লাহর পথে আরও সহজে চলার অনুপ্রেরণা পাই। আপনারা যেন এই সুন্দর কাজকে আরও এগিয়ে নিয়ে যেতে পারেন, সেই দোয়া রইল। আপনারা আমাদের জন্য যেমন আর্শীবাদ হয়ে এসেছেন, আল্লাহ তেমনি আপনাদের কাজকে আরও বরকতময় করুন।",,,,False
d94a09c2-c582-4cbf-b25f-8247dd1cfebb,Prayer Times - Qibla & Salah,3,en,1M-10M,3,Time for fajr is not correct and is stuck,,,,False
fa5d39e5-34a1-4881-b904-5170b3505140,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,why do I hear all five times azaan twice on this app??,,,,False
2caf458c-3cf7-4366-a908-7afd4a28c22d,"Muslims Day-Prayer, Quran, Dua",3,en,1M-10M,3,"Muslims Day App is one of my favourite apps. But I don't like the current upgraded version. Because in the new version, understanding prayer times has become a little more difficult than in the old version. In the previous version, prayer times were well-structured.",,,,False
a0c4f28e-6741-450c-9b24-5ae5e357623d,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,A new update is excellent but islamic calendar should be include,,,,False
a5fa4fdd-dec4-4c3c-ac16-ceb04b6655f9,Muslim Bangla Quran Hadith Dua,3,en,1M-10M,3,age kono problem hoto na akhon onek problem dekha dicche ami abar uninstall kore install korchi,,,,False
32c75371-8059-4df0-8f42-61b4ca2c61a4,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,"Asslamualaikum, hope you're doing well. I want to say about urdu tafseer, u click a verse for tafseer and tafseer is showing other verse that you haven't clicked. Please make it accurate. This is not a good sign.",,,,False
c35c96b5-ba3b-4ae8-9b13-345bd17d7b9e,Prayer Times and Qibla,3,en,1M-10M,3,"There's this one problem in this app, morocco doesn't have the same day in ramadan and eid as the other arab countries we still have another day in ramadan than Saudi Arabia, also arabic is better than English so please translate it to Arabic, and I want adan sound and dark mode, and you gotta add report. Hope you change somethings...",,,,False
290c2d0f-c042-4e04-9e93-7fe9af94845d,Muslim Bangla Quran Hadith Dua,3,en,1M-10M,3,Nice app and buitifull system,,,,False
98edb7e2-4c37-4422-8e03-eca97908e69a,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,Excellent App. It needs to be improved to get 5 stars: It must have; 1- 24 hours timings option. 2- Different Adhan Options. Multiple Muazan voices option. 3- Top 10 Qur'an Reciting.,,,,False
92e86227-6fb8-42ed-aa88-5315baf6be2f,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,The time remaining for current namaz does not update in the widget automatically. I have to tap the widget to update the time remaining.,,,,False
35ee2ca7-b202-4157-bb6b-2badf22c14c1,Prayer Times and Qibla,3,en,1M-10M,3,I like it alot. suggestion: could you include a fasting and habit tracker so I don't need to download another app. thanks in advance,,,,False
ea029803-44d9-4bc4-bea4-c4abdf7b0b88,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,Good but not very good,,,,False
a03be751-3c2d-4e86-b9ff-d7869fc97655,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,"Very nice app, but azan is not playing on my device Vivo Y21. Please solve this problem.",,,,False
7b411433-d007-438f-a8d0-005ca5a97681,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,please update it. it should detect the location in offline mood also.,,,,False
a1765681-6fb1-4b25-a915-abb5ca70ef96,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,Assalam walekum wa rahmatullahi wa barkatuhu Shukr alhamdolillah aj hum Islam online se bata or padha rahe hai ye Prayer times apps build kar k Apne masre ki bohat madat ki hai Hajarat bhul chuk maff kare Es apps me jo namaj padhne k tarike bataye hai us se Naye learners ko confusion jarur ho Raha hoga kyun ki namaj ko thoda short me bataya gaya hai ager waha her ek step bataya Jaye to naye najam k learners ko ashani hogi Or ek request hai Quran ager English haraf Hindi mayene me mil sake,,,,False
c0c2878e-2ace-4f26-a1f2-3940249b2077,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,"Everything thing is okay, but I noticed one thing Fajar Time and Sehr Time are showing same which can lead to spoil of roza . Suggestion Give option to adjust namaz timing according to our local area masjid Jamat",,,,False
398b2699-06a5-45cb-a946-d3fab58f4ea8,iPray: Prayer Times & Qibla,3,en,1M-10M,3,"Customization isnt working. When I add my own notification, is there a sound format i meed to select?",,,,False
0a4749fb-9a0e-4dff-9f1d-7a0067d90f0a,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,Please include ishraaq and chast time 'India prayer time' app,,,,False
e75f25cd-7ecf-40c6-af55-ae70dd0ba56e,Prayer Times - Qibla & Salah,3,en,1M-10M,3,useful app..helps me a lot,,,,False
0222e02a-d300-41cc-9dcb-10bca271c78d,Prayer Times - Qibla & Namaz,3,en,1M-10M,3,There are some spelling errors and capital lettef errors pls check it,,,,False
3799d955-5924-4856-ac14-d3bf391af2fc,"Muslims Day-Prayer, Quran, Dua",3,bn,1M-10M,3,"অ্যাপস এর ভিতরে যতগুলো আরবি ভাষা আরবির পাশাপাশি বাংলাতে আমরা যারা আরবি ভাষায় পড়তে জানি না বাংলাতে পড়তে সুবিধা তাই আপনাদের কাছে আবেদন করছি যতগুলো মাসালা মাসায়েক আছে এবং হাদিস দলিল আছে আরবিতে আরবির পাশাপাশি বাংলাতেও লিখে দেওয়ার ধন্যবাদ,,,,আল্লাহ হাফেজ,,,,,,",,,,False
bc10ba18-6732-4cac-bbce-eed6f3362715,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"আসসালামু আলাইকুম, নতুন আপডেট থেকে আগের উইজেডটা অনেক ভালো ছিল। বাংলা,আরবি তারিখ,মাস,বছরের সাথে দিনটাও এড করলে ভালো হবে। ইংরেজিটাও এড করলে ভালো হবে।",,,,False
57deb4e7-51f2-45cc-bad2-1fca743325d6,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,আমি চার পাঁচ মাস হলো এই অ্যাপসটি ব্যবহার করি শুরুর দিকে সবকিছু ঠিকঠাকই ছিল গত সপ্তাহ খানেক ধরে শেষ সময় উলটপালট দেখাচ্ছে তিন মিনিট সময় বেশি দেখাচ্ছে। অথচ দিন দিন সেহরীর সময় কমতেছে সেই হিসেবে তিন মিনিট কম দেখানোর কথা যার কারণে এই এপ্স দেখে সেহরি খেলে রোজা ভেঙ্গে যাওয়ার সম্ভাবনা থেকে যাচ্ছে আমার জন্য এখন করণীয় কি?,,,,False
0aa0c81e-7790-47c3-94cb-dc8a1fbaf69e,iMuslim: Prayer Times & Quran,3,bn,1M-10M,3,রাত পৌনে দশটার সময় নোটিফিকেশন দিচ্ছে ফজরের ওয়াক্ত। -এরকম হতে থাকলে আস্থা কোথায় থাকবে?,,,,False
902aab71-fb71-4df3-a958-c57a1652a33d,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"দয়া করে বুকমার্ক যোগ করুন। পছন্দ দোয়া গুলো এক সাথে রাখা যায় এমন ব্যবস্থা করুন। কবর আযাব, দাজ্জালের ফিতনা থেকে বাঁচার দোয়া যোগ করুন। এই রকম গুরুত্বপূর্ণ দোয়া যোগ করুন",,,,False
420c95fd-e084-4689-bbad-70f49efde965,Prayer Times and Qibla,3,id,1M-10M,3,"di os nougat, notifikasi gak tampil. biasanya nampil",,,,False
c81f92c6-8a2d-43dd-81c8-c23ba68e2911,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"এটিতে শিয়াদের সময়সূচি দেওয়া, বাই ডিপল্ট।",,,,False
3d53fba0-9e7d-40fe-b8e7-f16e0f89c1df,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,display teদেখতে পারলে ুপকার হত,,,,False
f388ce70-a3f2-48e3-9374-c52cde48b596,Prayer Times and Qibla,3,ar,1M-10M,3,ينقصه التقييم الصيفي و الشتوي,,,,False
66d63440-24ce-43bf-9acc-6d4b92aad810,"Muslims Day-Prayer, Quran, Dua",3,bn,1M-10M,3,"""সবই আলহামদুলিল্লাহ্ ঠিক আছে। কিন্তু একটা জিনিসে আমি খুবই বিরক্ত হয়েছি। বাধ্য করা হয় আপডেট করার জন্য।""",,,,False
e4f26b2d-6925-4515-841b-cdcb6db0598c,Prayer Times - Qibla & Namaz,3,hi,1M-10M,3,2024 में हिज्री कैलेंडर सेटींग नहीं हो रहा है एैप अच्छा है मगर अज़ान पांचों वक्त का नहीं होता,,,,False
e6a01fcc-cca8-4b9b-841a-1aa60ea6a6c7,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"নামাজ শিক্ষা মাজহাব অনুযায়ী, হাদিস অনুসারে করলোনা কেনো আফসোস। এই এপটা ভালো কিন্তু মনেহয় মাজহাব টিকাতে বা চাপে এমনটা করা হয়েছে। প্রত্যেকটা রুকুন বা কথার দলীল দিয়ে (রেফারেন্স) লিখতে হত। যেমন মহিলাদের নামাজে সিজদা, লাফাউল ইদাইন, তাসাহুদ এরকম অনেক।",,,,False
b77793b9-42b0-4341-8d92-eb8fa95a3d35,Prayer Times - Qibla & Salah,3,id,1M-10M,3,"Setelah update versi 4.1.4 kadang tidak keluar suara adzan, mohon diperbaiki...",,,,False
c6d97c59-192f-445c-9cf2-e90a55190e8b,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"I read your excuse about showing ads and your excuse is not logical. This app is definitely business. If you asked donation for this app without showing ads I would participate. Since it is not serviceable, I am not participating. ১০ বছর আপনাদের ফার্ম এর বয়স ""Delivered 350+ mobile apps"", ১ টা অ্যাপ পরিচালনা করার সামর্থ্য আপনাদের নেই এটা হাস্যকর। আপনারা Adsense থেকে আয় না করে সরাসরি donation চাইলে donate করা যেতো, যেহেতু Ad আছে তার উপর donation চাওয়া টা আমার ব্যাবসাই মনে হয়েছে।",,,,False
18fc209f-e860-45cd-be0f-13481ff18a8e,Prayer Times and Qibla,3,id,1M-10M,3,Waktu Subuh terdapat perubahan. Bezanya adalah 8 minit. Mohon dibetulkan masa berkenaan. Terima kasih.,,,,False
353ecbda-381a-4908-aa6d-20b44059ba79,Prayer Times and Qibla,3,it,1M-10M,3,"Kenapa di oppo tetap tdak bisa di, walaupun sudah di sett seperti yg dianjurkan di app. Great apps.",,,,False
8f776fae-a9c7-4178-9e4a-d2379225e577,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,"আসসালামু আলাইকুম। কোনো সূরা প্লে করার সময় এক আয়াত শেষ হওয়ার পর অন্য আয়াত শুরু হওয়ার আগে ১ সেকেন্ডের জন্য থেমে তারপর অন্য আয়াত শুরু হয়। এইভাবে থামার জন্য মনোযোগ বিচ্ছিন্ন হয়। অনেক দিন ধরেই এই সমস্যার সম্মুখীন হচ্ছি। আশা করি সমস্যা সমাধান করে, খুব শীগ্রই একটা আপডেট পাবো। ধন্যবাদ।",,,,False
a8bd59ee-9559-4dcf-a05c-9829c461020c,Prayer Times - Qibla & Namaz,3,ur,1M-10M,3,"زوال کا وقت ٹھیک نہیں ھے, اسے صحیح کریں",,,,False
2af5b899-e458-4e32-b6ce-38dd4352184b,iMuslim: Prayer Times & Quran,3,bn,1M-10M,3,আসরে সময় যোহরের আজান দেয়!! এইডা কোনো কথা!!! এ,,,,False
8846e4bd-dc5e-4403-8478-2b3642d51039,Muslim Bangla Quran Hadith Dua,3,bn,1M-10M,3,রিয়েল টাইম দেওয়া উচিত ছিল?? সময় গুলো ভূল আছে,,,,False
aec00f4a-dc90-460b-85ac-c03fa0019d47,"Muslims Day-Prayer, Quran, Dua",5,en,1M-10M,4-5,"This app helps me a lot to keep track of Salah...I use this everyday. It would have helped a lot more if you could make a widget of the clock that shows ""remaining time"" of waqt like it shows in the app with the circle, Then I wouldn't have to open the app every time.",,,,False
dc0d0339-ea13-4a31-ae4f-6d9f62add30e,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,"Best application for namaz time, Qibla direction and many more, please download it and use.",,,,False
4a874545-6c25-4141-8a09-a6d2d96ff684,"Muslims Day-Prayer, Quran, Dua",5,en,1M-10M,4-5,"This is Very Useful,Helpful & pretty acurate.!!!",,,,False
20188f39-c6a3-479e-96eb-8ad8f8349c56,"Muslims Day-Prayer, Quran, Dua",5,en,1M-10M,4-5,Alhamdulillah this is the most popular platform of Ibadat,,,,False
0062c44a-c43d-4e93-bb14-d4dff239f50a,iPray: Prayer Times & Qibla,4,en,1M-10M,4-5,Enough time to get ready and qibla direction accurate,,,,False
810be81c-adb2-4bfb-ac39-f4ed7882fe60,"Muslims Day-Prayer, Quran, Dua",5,en,1M-10M,4-5,A great app to discover ma sha Allah!,,,,False
d7c72033-a69e-45ef-a681-50fc24f31332,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,"very helpful and show accurate time of salah , excellent app every feature is great",,,,False
bc78b7fa-84be-443d-b0b5-1a8e9a0ba594,Prayer Times and Qibla,5,en,1M-10M,4-5,amazing app. Very compatible with smart watches too!,,,,False
1e032025-82e8-42fc-a51a-719ffabf5679,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,Really nice n beautiful app.. Thnx a lotttt,,,,False
51534c4e-8d21-4ee1-9675-b54f94aff8b9,Muslim Bangla Quran Hadith Dua,5,en,1M-10M,4-5,As a muslims this app help me a lot. here i get all information and essential guide for following my soul according to Islam.,,,,False
2630971d-4b9f-4d84-bbdb-7dab9e025ec3,Muslim Bangla Quran Hadith Dua,5,en,1M-10M,4-5,This app is very very helpful,,,,False
8127e689-3dbc-4b38-81bc-570acf124a53,"Muslims Day-Prayer, Quran, Dua",5,en,1M-10M,4-5,This is best for me. I get every islamic update. & Daily Hadith notification,,,,False
f6bcdb90-0244-4414-a313-51b09582b283,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,this app is superb i suggest to all muslims add this app to ur mobile .very helpful app REALLY,,,,False
24ccc187-9896-42ef-b02a-131f1058ed9d,Prayer Times - Qibla & Namaz,4,en,1M-10M,4-5,Aslam u alikum islami date nai theek ati,,,,False
59972532-28dc-4ede-9756-3de3463e9f7b,Muslim Bangla Quran Hadith Dua,5,en,1M-10M,4-5,Alhamdulillah this is very awesome app,,,,False
68641144-5973-41f4-aaa6-ea7c61717db1,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,This app is the best app for islamic things,,,,False
2c326901-0cb0-4125-bd0f-46821ad0d581,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,This app is very help ful.....,,,,False
ab3c24cd-2fed-41f6-b3e8-e4a832d632cb,Muslim Bangla Quran Hadith Dua,5,en,1M-10M,4-5,Very beautiful and perfect app. Thanks.,,,,False
11d59d2d-81dd-4476-b850-02e634dcc99d,Prayer Times - Qibla & Namaz,5,en,1M-10M,4-5,This app is gooooooooood and use are very easy. That is application suma add item,,,,False
2d670d07-0198-450f-9981-e3e51452ac41,Muslim Bangla Quran Hadith Dua,5,en,1M-10M,4-5,"It’s very usefull but handy for Muslim Ummah. I highly applaud your affort. It may be a guidance for practicing Muslims. Thank you, very much.",,,,False
06f6bfc7-a5d1-42fe-b6d7-0d019e89021b,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,"এটা খুবই গুরুত্বপূর্ণ এ্যাপ, যা আমাদের সকলের কাছেই রাখা দরকার",,,,False
54523be2-f3b0-4ced-ac31-f413fbc4c4cf,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,আলহামদুলিল্লাহ it is tha most valuable apps,,,,False
46522fb2-4bea-4cb8-bf4d-b3ba07a7c079,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,এতটাই চমৎকার অ্যাপস আমি যাকে পেয়েছি তাকেই ইনস্টল করে দিয়েছি।বুঝিয়ে দিয়েছি। আল্লাহ পাক এই অ্যাপসটির উসিলায় আমাকে অনেক কিছু শিখিয়েছে এবং জীবনের অনেক পরিবর্তন এনে দিয়েছে। অ্যাপসটির তৈরি করার পিছনে যতজনের শ্রম আছে সবাইকেকে আল্লাহ পাক উচ্চ মর্যাদা দান করুক।,,,,False
254b707d-d47e-4fb9-8c3f-58074c1994ae,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,খুবই সুন্দর ও কার্যকরি apps,,,,False
0ef8775b-a5b5-48ee-abfc-0aa656a0f8be,Muslim Bangla Quran Hadith Dua,5,tr,1M-10M,4-5,ma sha allah..khub vlo ekti kaj. Allah apnadr er jonno uttom purushkar dik.amin.,,,,False
d15ac0e4-c2ff-4ad2-9f97-3d08676fb6ac,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,"জাযাকাল্লাহ,,,, কিন্তু সময় ২-১ মিনিট এদিক সেদিক রয়েছে।চিরস্থায়ী সময় সূচির সাথে মিলিয়ে দিলে ভালো হবে।",,,,False
ea9a6982-342d-4806-bd4d-984d31792536,"Muslims Day-Prayer, Quran, Dua",4,bn,1M-10M,4-5,"বাংলা ক্যালেন্ডার যোগ করুন, please add bangla calender",,,,False
858889cf-98d0-40e3-9e6e-39e1cb20cddb,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,খুবই সুন্দর এবং গোছানো একটি অ্যাপ। কোরআন শরীফ টেক্সট আকারে যোগকরা যায়কিনা বিবেচনা করে দেখবেন।,,,,False
05134a67-908e-46f8-b3cd-b2db01d9aac3,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,নফল রোজা রাখার সময় সেহরি ও ইফতারের সময়সূচী নিয়ে দ্বিধায় ছিলাম।আলহামদুলিল্লাহ এই অ্যাপ ব্যাবহারে সমস্যার সহজ সমাধান পেলাম।,,,,False
a689d0c0-8ce6-40e5-ac49-ba0506f9f26f,Prayer Times - Qibla & Namaz,5,ur,1M-10M,4-5,اللہ پاک دعوت اسلامی کو مزید ترقیاں عطا فرمائے,,,,False
5a8cdd73-0e47-4e21-9cbc-40b3a69dd92e,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,অসাধারণ একটি এ্যাপস যা ইসলামের অনেক হেল্পফুল। তবে ছোট একটি আশা এ্যাপসে অ্যালার্ট টা ঠিকমত কাজ করে না সেদিকে নজর দিবেন আশা রাখি,,,,False
de5fb37a-0841-466a-a46b-b8db9c8008d3,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,"মাশা আল্লাহ,, চমৎকার একটা এপস",,,,False
5e6bf6ee-90fc-4313-85fd-3abb4da6698a,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,"আলহামদুলিল্লাহ, সত্যি আমি খুবই উপকৃত হলাম। আল্লাহ তা'য়ালা আপনাদের এই প্রজেক্ট এর সাথে যারা জড়িত আছে, আল্লাহ সবাই কে কবুল করুন,নেক হায়াত দান করুন আমিন।",,,,False
78d4515d-40da-4de8-bc7d-3695491dc9ec,Prayer Times and Qibla,4,oc,1M-10M,4-5,doa..qunut.. doa selepas solat..niat solat sperti solat taubat dan mcm doa lg..,,,,False
b0445a35-4377-47fb-9066-1a4e57ac8bcb,Prayer Times - Qibla & Namaz,5,ur,1M-10M,4-5,اس میں اشراق چاشت اووابین تہجد کے اقات بھی شامل ہونے چاہیے جس کی کچھ لوگو ں سخت ضرورت ہے اللہ کا قرب حا صل کرنے کے لیےاور زوال کا ٹائم بھی موجود نہیں ہے اس میں باقی بہتر ہے,,,,False
