reviewId,app_name,request_type,aspect,evidence_sentence,score,is_true_positive,correct_aspect,notes
7e98f9a0-446f-4bcf-b509-e94b474dc3d7,"Wemu: WeMuslim, Athan&Qibla",request,nafl_times,Can you add sunnah prayers other than (فرض) prayers and then how to pray those sunnah prayers and can you add its forms and pictures?,5,,,
9ad9235a-ba4e-4105-8437-596a9c019ce6,Muslim Pro: Quran Athan Prayer,request,,It is really usefull aps you should have it,5,,,
e52e99fc-30e9-4e9d-8d3c-ac40190af8b7,Prayer Times - Qibla & Namaz,request,adhkar,"very good app but some suggestion please add sunnat azkar after every namaz, please add ishrak, chasht, tahajjud, iftar and sehri time with voice notification , very lage size app it is preyer time app let it be preyar time app - jazakallahu khair please add zawal start end and makruh timings",4,,,
394dc8fb-29c7-41eb-8aaf-b331447471d9,"Sajda: Prayer Times, Quran",request,,I hope you can fix it soon.,5,,,
e571a0bc-a6ab-4b80-bfdf-417c3374545f,Prayer Times - Qibla & Namaz,request,reminders_adhan,This app is not only a prayer reminder but it's all in one it has Quran tajweed Tasbih and all that Islamic data that every muslim should have....,5,,,
24017233-76ee-4220-b367-6785bcadffb1,Prayer Times - Qibla & Namaz,request,,Assalamualaikum please add Sehri time app is very very very good I am so happy,5,,,
b5dc1918-e469-4cf2-bbcf-e7db16f788fe,Prayer Times - Qibla & Salah,tenure,,Using this app since 2015.,4,,,
b65fc1e0-4f74-4460-8410-78f954abfbdb,Muslim Pro: Quran Athan Prayer,tenure,prayer_tracker,Assalamualaikum..I'm using this app since 2017 but nowadays I'm facing problem with prayer tracker...,3,,,
05d35707-b5a5-465b-9ee2-2528aaf6ba36,Athan: Prayer Times & Al Quran,tenure,goal_system,"There was a time I really loved it been using this app since 2023 but after updating the app I started having issues like I completed my 700 prayers and I still didnt unlocked the badge , I thought it's a network glitch or something at first but then when I tried again with a more stable network I was logged out automatically and when I logged back in boom all my information was gone I was reading Qur'an as well in this app but nothing was saved here it's like a fresh app all of a sudden",4,1,,
2166fb80-8578-480f-8fdc-3654f28137c0,Muslim Pro: Quran Athan Prayer,tenure,,I have been using it for over 7 years now and am very happy with it.,5,,,
ea178345-5338-420d-a6c8-579919abeab9,Athan: Prayer Times & Al Quran,tenure,reminders_adhan,I started with Athan Basic on my laptop since 2008 and it has been a great app for prayer notifications and the Islamic calendar.,5,1,,
c7f8df2d-6b0f-4f46-90f7-f57f98334acc,Pillars: Prayer Times & Qibla,tenure,prayer_times_accuracy,"Hello I love the design and simplicity of this app, I had no problems what so ever, been using it for 2 months it's great, the only problem I have is you only have 1 widget, can you please add a widget where it tells you how much till asr, Maghrib etc?",5,1,,
86e1d747-e06c-4097-8826-f41b88da275c,Muslim Pro: Quran Athan Prayer,tenure,,Thank you I'm using this since 2016,5,,,
452a1f32-12e5-44b3-b204-23ae9f6e7811,Muslim Pro: Quran Athan Prayer,tenure,,I have been using this application since 2018 and always use it as a reference,5,,,
8a022c19-3d15-4c43-a216-fa2e44e40346,Prayer Times - Qibla & Namaz,tenure,stability_bugs,was working well for 7 years now all of the sudden it is crashing on me.,1,,,
3eb3e23b-1579-4be5-92bb-449f01ae349a,صلاتك Salatuk (Prayer time),tenure,,"using since 2014, love new style and look.",5,1,,
5c5243a3-1f56-42ea-beec-15eccc3212b3,Muslim Pro: Quran Athan Prayer,tenure,,I was using the app since 2013.,4,,,
8d3799ff-5ac3-48f9-9e60-2bedcbb50555,Muslim Pro: Quran Athan Prayer,tenure,,"Great app, that I've been with you since 2023",5,,,
24e144ab-1e9d-41a8-85e2-a34a72b53720,Muslim Pro: Quran Athan Prayer,tenure,prayer_times_accuracy,"Best and most accurate app I have ever used, excellent customer service and response time, using premium version since 2014..",5,1,,
c185911d-5323-4dc3-bdec-d171a68d6958,Muslim Pro: Quran Athan Prayer,tenure,ui_design,I have been using this app since 2021 and the best theme so far is 2021 black theme when reading.,4,,,
eaa1a26d-746b-4ffa-b70c-16091970a77e,صلاتك Salatuk (Prayer time),tenure,,Good app....I am using it for 3 yrs,5,,,
d45430b1-1315-4469-b30b-f2fcaf9fa65f,Prayer Times - Qibla & Namaz,tenure,,"I have been using it for last 5 years, simply this app is awesome.",5,,,
694a1dfa-6385-4b84-a756-6f97ba93baac,Muslim Pro: Quran Athan Prayer,tenure,,I used muslim pro since 2017 and never have i ever been disappointed in this app because of this silly update.,1,,,
015effee-f6ef-499c-930b-79755917e533,Muslim Pro: Quran Athan Prayer,tenure,monetization,"I subscribe to this app since 2017,",3,,,
e5064980-d7f2-458b-b54c-d8de029a6546,Muslim Pro: Quran Athan Prayer,tenure,monetization,Mine was a premium account since 2017 life time purchase..,1,,,
f7e3f9a2-7bd8-49f9-85d1-2144abb897d8,Muslim Pro: Quran Athan Prayer,tenure,ads_intrusive,"I am using this app since 2022 and i lost my all prayer tracker data and now I don't know how many my qaza prayer are left I have done a lot of log out and login but my data isnot recover worst experience I don't recommend so many ads I contact the team but they are just chilling , overall good app but somethings makes this app worst",1,1,,
50b6b765-fdfa-43d4-87ce-8a96a71ad398,Prayer Times - Qibla & Namaz,tenure,,Excellent work by dawate islami i have been used since 2019,5,,,
dc25fadf-68d9-4ab6-87a8-8a93ff000b25,Muslim Pro: Quran Athan Prayer,tenure,,I had this app since 2016 and had the lifetime membership which now wont work.,1,,,
e0dfe3a1-282a-4380-8df7-b55d2906129c,Muslim Pro: Quran Athan Prayer,tenure,monetization,"I try to delete it, which is also unable I'm using since 2019 Premium",5,,,
55968ce6-117f-487a-a72c-2ce008ddc830,Muslim Pro: Quran Athan Prayer,tenure,,thought I have been using it for the past 3 years,1,,,
e7af2015-3d7c-47a1-87f3-3914d019e896,Muslim Pro: Quran Athan Prayer,tenure,,I have had this app for more than 10 years now...,1,,,
db3e6ab5-8caa-4ebc-88b6-ba96ee7086ee,Prayer Times - Qibla & Namaz,tenure,,"Unsing this, aap since 2020, not a single day, it never let me down.",5,,,
ab1504fd-a95f-4716-b00c-7fc259bf12db,صلاتك Salatuk (Prayer time),tenure,,"Excellent app, i used for the last 2 years and it is very helpful and friendly",5,,,
1af44e53-bb5a-4bcd-bebb-086e6884a3c9,iPray: Prayer Times & Qibla,tenure,,been using this app for over 5+ years now and it's a trusted Islamic app I use overall I love it,5,,,
4d2ac001-fe8b-4df0-90b9-633a94fe7ed4,Muslim Pro: Quran Athan Prayer,tenure,monetization,Been a subscriber since 2018 and I paid for a lifetime membership.,2,,,
b2fae2b7-df52-471a-a0e1-89df3f696bcc,Muslim Pro: Quran Athan Prayer,tenure,,I have been using it since 2017.,1,,,
f7077a14-f64c-4344-a9c9-6699e6e79ce0,"Sajda: Prayer Times, Quran",tenure,women_period,"And for the past 2 years this app evolved so much, that I started to be more involved in using this app for checking salah time, reading Quran with translation and the most amazing part is that I can play the quiz to remember all the names of our Almighty and also give sadaqah for our brother and sisters in need.",5,,,
291680a0-23f8-48a8-bce5-2dfb2bfd9225,Muslim Pro: Quran Athan Prayer,tenure,monetization,I've been a paid up pro member since 2017.,1,,,
5e365481-aa8b-4f9e-b65a-0553d0fd382f,Muslim Pro: Quran Athan Prayer,tenure,prayer_tracker,"Annoying qalbox, I'm using the app for 4 years for reading quran, tracking, prayers, reminders but purpose of getting this app was totally defeated now, it's not what it's supposed to be.",1,,,
8e4c1f59-e53a-4d92-aaaa-4c907bc88a04,Athan: Prayer Times & Al Quran,tenure,,Assalamo ALaikum I am using this app since 2010 in my Nokia e63 Symbian.,5,,,
78acc141-fce3-4dd2-be0b-ef4c60a1f49c,Muslim Pro: Quran Athan Prayer,tenure,,I've been a member since 2016 and this app has changed so much and not in a good way.,1,,,
20443f5a-6e23-4e40-8e39-2326af214a5a,Athan: Prayer Times & Al Quran,tenure,,Its very useful app.m using it for last 3 yrs,5,,,
047ab205-953a-434e-ac51-8fa7c6205d5b,Muslim Pro: Quran Athan Prayer,tenure,monetization,"Already a premium member since 2015,",1,,,
88234509-01e5-4cbc-9ac7-6bc412474c8f,Muslim Pro: Quran Athan Prayer,tenure,,"Almost 1,5 years using this application....just say...You Must Have...",5,,,
4d6fffb6-0641-40fc-b842-3cc88368bce7,Deen - Islamic App,tenure,,I started using the App 1 year ago when I reverted to Islam.,5,,,
d6e4e489-a8bf-4756-850a-418e12dd1797,Muslim Pro: Quran Athan Prayer,tenure,,I have had use of Muslim Pro since 2015 and it only got better,5,,,
